_id,project,measures[0].metric,measures[1].metric,measures[2].metric,measures[3].metric,measures[4].metric,measures[5].metric,measures[6].metric,measures[7].metric,measures[8].metric,measures[9].metric,measures[10].metric,measures[11].metric,measures[12].metric,measures[13].metric,measures[14].metric,measures[15].metric,measures[16].metric,measures[17].metric,measures[18].metric,measures[19].metric,measures[20].metric,measures[21].metric,measures[22].metric,measures[23].metric,measures[24].metric,measures[25].metric,measures[26].metric,measures[27].metric,measures[28].metric,measures[29].metric,measures[30].metric,measures[31].metric,measures[32].metric,measures[33].metric,measures[34].metric,measures[35].metric,measures[36].metric,measures[37].metric,measures[38].metric,measures[39].metric,measures[40].metric,measures[41].metric,measures[42].metric,measures[43].metric,measures[44].metric,measures[45].metric,measures[46].metric,measures[47].metric,measures[48].metric,measures[49].metric,measures[50].metric,measures[51].metric,measures[52].metric,measures[0].value,measures[1].value,measures[2].value,measures[3].value,measures[4].value,measures[5].value,measures[6].value,measures[7].value,measures[8].value,measures[9].value,measures[10].value,measures[11].value,measures[12].value,measures[13].value,measures[14].value,measures[15].value,measures[16].value,measures[17].value,measures[18].value,measures[19].value,measures[20].value,measures[21].value,measures[22].value,measures[23].value,measures[24].value,measures[25].value,measures[26].value,measures[27].value,measures[28].value,measures[29].value,measures[30].value,measures[31].value,measures[32].value,measures[33].value,measures[34].value,measures[35].value,measures[36].value,measures[37].value,measures[38].value,measures[39].value,measures[40].value,measures[41].value,measures[42].value,measures[43].value,measures[44].value,measures[45].value,measures[46].value,measures[47].value,measures[48].value,measures[49].value,measures[50].value,measures[51].value,measures[52].value,measures[1].bestValue,measures[2].bestValue,measures[3].bestValue,measures[4].bestValue,measures[6].bestValue,measures[7].bestValue,measures[10].bestValue,measures[11].bestValue,measures[12].bestValue,measures[14].bestValue,measures[16].bestValue,measures[17].bestValue,measures[21].bestValue,measures[22].bestValue,measures[23].bestValue,measures[24].bestValue,measures[25].bestValue,measures[26].bestValue,measures[29].bestValue,measures[30].bestValue,measures[31].bestValue,measures[33].bestValue,measures[34].bestValue,measures[35].bestValue,measures[39].bestValue,measures[40].bestValue,measures[41].bestValue,measures[43].bestValue,measures[44].bestValue,measures[45].bestValue,measures[46].bestValue,measures[47].bestValue,measures[48].bestValue,measures[49].bestValue,measures[50].bestValue,measures[51].bestValue,measures[52].bestValue,measures[0].bestValue,measures[9].bestValue,measures[15].bestValue,measures[19].bestValue,measures[27].bestValue,measures[32].bestValue,measures[36].bestValue,measures[37].bestValue,measures[5].bestValue,measures[13].bestValue,measures[20].bestValue,measures[38].bestValue,measures[42].bestValue,measures[8].bestValue,measures[18].bestValue,measures[28].bestValue
e278ce4445b993cc2f035b7993f12a3de7529cd4,react,lines_to_cover,security_rating,critical_violations,false_positive_issues,duplicated_lines_density,reopened_issues,files,complexity,uncovered_lines,cognitive_complexity,development_cost,sqale_index,sqale_debt_ratio,statements,info_violations,classes,quality_gate_details,file_complexity,security_hotspots_reviewed,security_remediation_effort,comment_lines,blocker_violations,major_violations,wont_fix_issues,duplicated_lines,minor_violations,confirmed_issues,security_hotspots_to_review_status,sqale_rating,coverage,analysis_from_sonarqube_9_4,open_issues,last_commit_date,lines,security_hotspots_reviewed_status,ncloc,duplicated_files,duplicated_blocks,reliability_remediation_effort,ncloc_language_distribution,security_review_rating,reliability_rating,bugs,code_smells,effort_to_reach_maintainability_rating_a,functions,violations,line_coverage,alert_status,security_hotspots,comment_lines_density,vulnerabilities,quality_profiles,21313,4.0,6204,0,3.2,0,322,8164,21313,8160,1287420,38040,3.0,21813,89,45,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",25.4,0.0,20,6657,6,278,0,1888,133,0,21,1.0,0.0,true,6710,1452122793000,58953,0,42914,32,131,63,js=42914,5.0,5.0,11,6697,0,4548,6710,0.0,OK,21,13.4,2,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",false,false,true,false,,,false,false,false,false,,,false,false,true,false,false,true,false,,false,,true,,,false,false,false,true,,false,false,,false,false,false,,,false,,false,false,,false,false,true,,,false,false,false,false,true
88543cec199c48df77a61a2d6e24eeb69ae10431,react,files,complexity,ncloc_language_distribution,blocker_violations,reopened_issues,security_hotspots_reviewed_status,effort_to_reach_maintainability_rating_a,major_violations,security_rating,last_commit_date,ncloc,file_complexity,uncovered_lines,quality_gate_details,sqale_debt_ratio,security_remediation_effort,confirmed_issues,duplicated_files,duplicated_lines_density,sqale_rating,alert_status,analysis_from_sonarqube_9_4,statements,comment_lines,duplicated_blocks,reliability_rating,functions,comment_lines_density,duplicated_lines,line_coverage,critical_violations,false_positive_issues,lines,open_issues,security_hotspots_reviewed,security_review_rating,bugs,reliability_remediation_effort,wont_fix_issues,classes,security_hotspots,development_cost,security_hotspots_to_review_status,sqale_index,coverage,info_violations,code_smells,cognitive_complexity,vulnerabilities,quality_profiles,minor_violations,lines_to_cover,violations,322,8174,js=42960,6,0,0,0,278,4.0,1454009306000,42960,25.4,21339,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3.0,20,0,32,3.2,1.0,OK,true,21839,6657,131,5.0,4556,13.4,1888,0.0,6211,0,59006,6717,0.0,5.0,11,63,0,45,21,1288800,21,38075,0.0,89,6704,8165,2,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",133,21339,6717,,,false,true,true,false,,,false,false,true,false,,,,false,false,,false,false,true,false,false,false,,false,false,false,false,false,false,false,false,,false,,false,,,false,true,false,,false,false,true,,,true,false,false,false,false
15a8fc105f1bbff3ed15cfe442f068d3336e4803,react,sqale_rating,security_remediation_effort,security_hotspots,statements,coverage,last_commit_date,code_smells,wont_fix_issues,reliability_remediation_effort,minor_violations,classes,comment_lines_density,line_coverage,functions,security_review_rating,critical_violations,files,ncloc_language_distribution,vulnerabilities,cognitive_complexity,violations,uncovered_lines,duplicated_lines_density,development_cost,quality_profiles,duplicated_files,bugs,security_hotspots_reviewed_status,security_hotspots_to_review_status,sqale_debt_ratio,open_issues,info_violations,file_complexity,reopened_issues,alert_status,duplicated_blocks,ncloc,complexity,false_positive_issues,comment_lines,major_violations,confirmed_issues,reliability_rating,lines,lines_to_cover,sqale_index,effort_to_reach_maintainability_rating_a,quality_gate_details,duplicated_lines,blocker_violations,analysis_from_sonarqube_9_4,security_rating,security_hotspots_reviewed,1.0,20,21,21840,0.0,1459266565000,6704,0,63,133,45,13.4,0.0,4557,5.0,6211,322,js=42963,2,8165,6717,21340,3.2,1288890,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",32,11,0,21,3.0,6717,89,25.4,0,OK,131,42963,8175,0,6657,278,0,5.0,59010,21340,38075,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",1888,6,true,4.0,0.0,false,false,,false,false,true,,false,false,false,,,false,false,false,,false,false,false,false,false,true,,false,,false,true,,,false,true,,false,false,,false,false,true,false,false,false,true,,,,,,false,true,false,false,false,false
d1c08f11d5e1ad03eb92a58b599562a010a68734,react,security_hotspots_reviewed,security_rating,lines_to_cover,files,uncovered_lines,development_cost,false_positive_issues,sqale_debt_ratio,security_hotspots,ncloc_language_distribution,minor_violations,complexity,alert_status,major_violations,coverage,sqale_rating,file_complexity,security_hotspots_to_review_status,last_commit_date,comment_lines_density,vulnerabilities,line_coverage,analysis_from_sonarqube_9_4,statements,comment_lines,critical_violations,reliability_remediation_effort,classes,cognitive_complexity,blocker_violations,duplicated_lines,quality_gate_details,duplicated_files,wont_fix_issues,violations,security_remediation_effort,code_smells,bugs,effort_to_reach_maintainability_rating_a,open_issues,duplicated_lines_density,security_review_rating,info_violations,sqale_index,ncloc,quality_profiles,reliability_rating,lines,duplicated_blocks,confirmed_issues,functions,security_hotspots_reviewed_status,reopened_issues,0.0,1.0,20864,323,20864,1551870,0,2.2,5,js=51729,44,8947,OK,191,0.0,1.0,27.7,5,1460056070000,11.0,0,0.0,true,21000,6383,6436,93,48,3558,3,3272,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",37,0,6756,0,6740,16,0,6756,4.7,5.0,82,34436,51729,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",5.0,69598,232,0,6331,0,0,true,,,false,true,false,false,,,false,,false,false,,,,false,false,false,false,,true,false,true,false,false,false,false,,,false,,false,true,,true,true,false,,true,false,,false,false,false,false,false,true,true,false,false,,false
ca92b9104ced6f78dcaa6aae1cfcab41c789814c,react,lines_to_cover,analysis_from_sonarqube_9_4,security_hotspots_to_review_status,duplicated_lines,sqale_debt_ratio,security_hotspots_reviewed,development_cost,functions,open_issues,bugs,effort_to_reach_maintainability_rating_a,cognitive_complexity,classes,minor_violations,sqale_index,security_rating,wont_fix_issues,major_violations,reliability_rating,uncovered_lines,lines,quality_gate_details,comment_lines,line_coverage,coverage,file_complexity,confirmed_issues,reopened_issues,ncloc_language_distribution,security_hotspots,complexity,ncloc,alert_status,duplicated_files,vulnerabilities,quality_profiles,critical_violations,code_smells,false_positive_issues,duplicated_lines_density,statements,files,security_remediation_effort,security_hotspots_reviewed_status,duplicated_blocks,blocker_violations,last_commit_date,security_review_rating,violations,info_violations,reliability_remediation_effort,comment_lines_density,sqale_rating,20882,true,5,3272,2.2,0.0,1553040,6337,6766,16,0,3557,48,44,34486,1.0,0,191,5.0,20882,69642,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6379,0.0,0.0,27.7,0,0,js=51768,5,8955,51768,OK,37,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",6446,6750,0,4.7,21018,323,0,0,232,3,1460139145000,5.0,6766,82,93,11.0,1.0,,false,false,false,false,,true,false,,false,true,false,,,false,false,,true,false,,,false,true,,false,,,true,false,false,,false,false,false,false,false,true,,false,true,false,true,,false,false,false,false,,true,true,false,false,
de0b0b37054ed7b56557315bd70acf13a45a03fd,react,comment_lines,duplicated_lines,coverage,sqale_debt_ratio,last_commit_date,classes,open_issues,wont_fix_issues,sqale_rating,analysis_from_sonarqube_9_4,file_complexity,code_smells,ncloc,security_hotspots,security_hotspots_reviewed_status,bugs,lines_to_cover,false_positive_issues,cognitive_complexity,security_hotspots_to_review_status,effort_to_reach_maintainability_rating_a,functions,security_review_rating,alert_status,quality_profiles,reopened_issues,quality_gate_details,statements,confirmed_issues,comment_lines_density,security_hotspots_reviewed,ncloc_language_distribution,info_violations,vulnerabilities,duplicated_lines_density,critical_violations,reliability_remediation_effort,duplicated_blocks,files,major_violations,sqale_index,blocker_violations,line_coverage,development_cost,minor_violations,violations,security_rating,security_remediation_effort,complexity,lines,duplicated_files,uncovered_lines,reliability_rating,6741,3428,0.0,2.3,1461976363000,51,7004,0,1.0,true,25.4,6990,52799,5,0,14,21233,0,3868,5,0,6319,5.0,OK,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",21387,0,11.3,0.0,js=52799,97,0,4.8,6657,83,233,360,199,35676,2,0.0,1583970,49,7004,1.0,0,9139,71648,39,21233,5.0,false,false,false,,false,true,,false,,true,,true,,false,,,true,,false,false,,true,false,false,false,false,false,false,false,false,true,true,,,false,false,false,,,false,false,,false,false,false,,false,true,,false,true,false,true
fef495942a1cf7d507c816192fde205b6003df05,react,reliability_rating,open_issues,ncloc_language_distribution,quality_profiles,complexity,info_violations,statements,code_smells,vulnerabilities,wont_fix_issues,security_hotspots,sqale_debt_ratio,security_hotspots_reviewed,false_positive_issues,cognitive_complexity,security_hotspots_to_review_status,comment_lines,classes,alert_status,lines,duplicated_files,critical_violations,reliability_remediation_effort,minor_violations,development_cost,security_review_rating,security_hotspots_reviewed_status,ncloc,comment_lines_density,security_remediation_effort,duplicated_lines,duplicated_blocks,coverage,bugs,sqale_index,reopened_issues,files,functions,line_coverage,file_complexity,effort_to_reach_maintainability_rating_a,lines_to_cover,confirmed_issues,violations,blocker_violations,major_violations,analysis_from_sonarqube_9_4,last_commit_date,quality_gate_details,uncovered_lines,sqale_rating,duplicated_lines_density,security_rating,5.0,7501,js=57005,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",9622,86,22737,7486,0,0,6,2.2,0.0,0,4078,6,6791,77,OK,76342,44,7159,84,47,1710150,5.0,0,57005,10.6,0,5289,312,0.0,15,38318,0,357,6688,0.0,27.0,0,22591,0,7501,2,207,true,1463784875000,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",22591,1.0,6.9,1.0,false,,,,,false,false,false,false,false,,,false,false,false,false,false,true,true,false,false,false,false,true,,true,,false,false,false,,,,false,true,false,true,false,true,false,,,false,,,false,true,false,false,true,true,,false
c6502493396bde8ceb7e28503264509c35001ca9,react,violations,reliability_remediation_effort,quality_gate_details,duplicated_lines,cognitive_complexity,sqale_rating,vulnerabilities,files,alert_status,security_remediation_effort,critical_violations,security_hotspots_reviewed,security_hotspots_to_review_status,development_cost,major_violations,ncloc,ncloc_language_distribution,statements,line_coverage,minor_violations,security_hotspots,sqale_index,coverage,comment_lines_density,code_smells,functions,sqale_debt_ratio,security_review_rating,open_issues,reliability_rating,duplicated_lines_density,security_rating,quality_profiles,wont_fix_issues,comment_lines,duplicated_blocks,info_violations,duplicated_files,last_commit_date,uncovered_lines,blocker_violations,file_complexity,lines,classes,analysis_from_sonarqube_9_4,security_hotspots_reviewed_status,false_positive_issues,lines_to_cover,complexity,effort_to_reach_maintainability_rating_a,bugs,confirmed_issues,reopened_issues,7970,87,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5380,4443,1.0,0,393,OK,0,7585,0.0,16,1834500,223,61150,js=61150,24762,0.0,52,16,40582,0.0,10.6,7954,7083,2.2,5.0,7970,5.0,6.6,1.0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",0,7222,323,107,48,1467397865000,24602,3,26.3,82127,83,true,0,0,24602,10333,0,16,0,0,false,,false,false,true,,false,false,false,false,,,false,false,false,false,,false,false,false,true,true,,false,false,false,,,,true,true,,,true,false,true,true,false,true,,false,false,,false,false,true,false,false,,,,false,false
68faf9d1b90db699ef5306cfc3cd8c259df7865b,react,files,quality_profiles,duplicated_lines,security_hotspots_reviewed,lines,coverage,major_violations,last_commit_date,security_hotspots,analysis_from_sonarqube_9_4,critical_violations,effort_to_reach_maintainability_rating_a,blocker_violations,sqale_rating,comment_lines_density,functions,security_review_rating,false_positive_issues,open_issues,comment_lines,wont_fix_issues,security_rating,lines_to_cover,minor_violations,security_hotspots_to_review_status,info_violations,cognitive_complexity,duplicated_lines_density,vulnerabilities,duplicated_files,reliability_rating,security_hotspots_reviewed_status,classes,complexity,ncloc_language_distribution,statements,reliability_remediation_effort,security_remediation_effort,duplicated_blocks,code_smells,quality_gate_details,sqale_index,alert_status,bugs,reopened_issues,file_complexity,sqale_debt_ratio,uncovered_lines,violations,confirmed_issues,ncloc,development_cost,line_coverage,401,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",5466,0.0,83842,0.0,224,1468016102000,16,true,7609,0,3,1.0,10.7,7201,5.0,0,8015,7428,0,1.0,25122,53,16,126,4551,6.5,0,48,5.0,0,87,10510,js=62290,25281,93,0,325,7997,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",40725,OK,18,0,26.2,2.2,25122,8015,0,62290,1868700,0.0,,false,false,,false,,false,true,false,false,false,true,true,,false,false,false,false,false,false,true,,,,false,,false,false,true,,false,false,false,true,,false,false,,,,,false,,false,true,false,true,true,false,,false,false,true
66cee497e7cea1af35e67ca13da846a7c37b264b,react,ncloc,statements,quality_gate_details,bugs,analysis_from_sonarqube_9_4,file_complexity,security_remediation_effort,sqale_rating,blocker_violations,development_cost,code_smells,complexity,duplicated_files,security_hotspots_reviewed,reopened_issues,coverage,effort_to_reach_maintainability_rating_a,wont_fix_issues,security_rating,line_coverage,confirmed_issues,violations,duplicated_lines,cognitive_complexity,security_hotspots,functions,reliability_rating,files,false_positive_issues,comment_lines_density,security_hotspots_to_review_status,comment_lines,duplicated_blocks,sqale_debt_ratio,classes,lines_to_cover,last_commit_date,ncloc_language_distribution,minor_violations,open_issues,sqale_index,vulnerabilities,quality_profiles,uncovered_lines,security_hotspots_reviewed_status,lines,info_violations,duplicated_lines_density,reliability_remediation_effort,security_review_rating,major_violations,alert_status,critical_violations,65936,28211,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",20,true,29.3,0,1.0,4,1978080,7930,11971,51,0.0,0,0.0,0,0,1.0,0.0,0,7950,15010,6696,18,6599,5.0,409,0,10.2,18,7467,415,2.1,91,28049,1469816783000,js=65936,53,7950,40854,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",28049,0,86634,128,17.3,113,5.0,237,OK,7528,,,false,,true,true,false,,false,true,true,true,false,false,false,false,,false,false,false,,false,,,false,false,true,false,true,,false,false,false,false,false,,false,,false,false,false,,false,,,,false,true,false,,false,true,true
681c68c62a898add160e50f24a520c0c8e838f72,react,uncovered_lines,duplicated_lines_density,sqale_debt_ratio,violations,classes,blocker_violations,files,reliability_rating,security_hotspots,quality_profiles,code_smells,security_hotspots_reviewed_status,functions,complexity,sqale_index,line_coverage,cognitive_complexity,lines_to_cover,security_hotspots_reviewed,reliability_remediation_effort,sqale_rating,security_remediation_effort,file_complexity,security_rating,statements,comment_lines_density,security_review_rating,minor_violations,info_violations,effort_to_reach_maintainability_rating_a,coverage,false_positive_issues,analysis_from_sonarqube_9_4,quality_gate_details,ncloc_language_distribution,bugs,critical_violations,confirmed_issues,reopened_issues,development_cost,lines,major_violations,last_commit_date,duplicated_blocks,open_issues,security_hotspots_to_review_status,vulnerabilities,alert_status,comment_lines,wont_fix_issues,duplicated_files,ncloc,duplicated_lines,27745,17.4,2.0,7706,405,4,406,5.0,18,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",7683,0,6530,11931,39776,0.0,6707,27745,0.0,120,1.0,0,29.4,1.0,27908,10.2,5.0,57,130,0,0.0,0,true,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",js=65936,23,7258,0,0,1978080,86891,257,1471632125000,419,7706,18,0,OK,7486,0,45,65936,15086,false,false,false,,,false,false,true,,false,false,,true,,true,,false,false,true,false,true,,,false,false,,false,false,false,false,true,,,true,false,,false,false,,false,false,false,,false,true,false,,true,true,,false,false,false
bdf263625db59f54368d39e8ef077e7f0e9313db,react,duplicated_lines_density,wont_fix_issues,open_issues,functions,major_violations,cognitive_complexity,statements,reliability_rating,security_hotspots_reviewed,reopened_issues,violations,comment_lines,security_remediation_effort,quality_gate_details,analysis_from_sonarqube_9_4,security_hotspots_reviewed_status,lines_to_cover,duplicated_files,security_review_rating,comment_lines_density,security_hotspots_to_review_status,minor_violations,false_positive_issues,development_cost,critical_violations,effort_to_reach_maintainability_rating_a,quality_profiles,files,code_smells,last_commit_date,ncloc_language_distribution,info_violations,classes,lines,complexity,vulnerabilities,sqale_debt_ratio,file_complexity,duplicated_blocks,blocker_violations,bugs,security_rating,uncovered_lines,alert_status,confirmed_issues,ncloc,coverage,sqale_rating,duplicated_lines,security_hotspots,reliability_remediation_effort,sqale_index,line_coverage,17.7,0,7754,6622,260,6682,28119,5.0,0.0,0,7754,7550,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",true,0,27957,50,5.0,10.2,18,57,0,1994340,7303,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",407,7727,1474306500000,js=66478,130,419,87567,12009,0,2.0,29.5,435,4,27,1.0,27957,OK,0,66478,0.0,1.0,15487,18,128,39975,0.0,true,false,,false,,false,false,,true,,,false,false,true,false,false,true,,,,false,,,true,false,false,true,,true,,false,true,false,false,false,false,false,false,true,true,false,,,false,,false,,false,false,false,false,false,false
1c1f68e8dccbc84acfae66178493dbfb8ca7d1e1,react,uncovered_lines,sqale_rating,security_hotspots_reviewed,minor_violations,false_positive_issues,duplicated_files,file_complexity,reliability_rating,wont_fix_issues,bugs,blocker_violations,ncloc_language_distribution,security_hotspots_reviewed_status,analysis_from_sonarqube_9_4,critical_violations,security_hotspots,duplicated_blocks,info_violations,cognitive_complexity,security_remediation_effort,duplicated_lines_density,vulnerabilities,sqale_debt_ratio,quality_gate_details,files,effort_to_reach_maintainability_rating_a,ncloc,sqale_index,last_commit_date,violations,classes,statements,reopened_issues,security_review_rating,code_smells,lines_to_cover,coverage,lines,major_violations,duplicated_lines,complexity,confirmed_issues,line_coverage,alert_status,security_rating,reliability_remediation_effort,comment_lines_density,security_hotspots_to_review_status,open_issues,functions,quality_profiles,comment_lines,development_cost,28524,1.0,0.0,59,0,48,29.0,5.0,0,25,4,js=68088,0,true,7346,21,443,142,6836,0,17.3,0,2.0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",423,0,68088,40454,1479305817000,7832,446,28687,0,5.0,7807,28524,0.0,89784,281,15550,12278,0,0.0,OK,1.0,122,10.1,21,7832,6777,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",7681,2042640,true,false,false,true,,false,false,,true,false,false,false,true,false,,,true,,false,,,false,false,,false,,true,,true,false,false,false,false,,,,false,false,false,false,true,false,true,false,,false,,false,false,false,true,false,
2075139ce51836f799fee8f711fff448b2f2f43a,react,security_hotspots_reviewed_status,critical_violations,duplicated_lines,minor_violations,security_hotspots,coverage,comment_lines_density,security_hotspots_reviewed,major_violations,open_issues,wont_fix_issues,sqale_rating,security_hotspots_to_review_status,bugs,effort_to_reach_maintainability_rating_a,confirmed_issues,quality_profiles,ncloc_language_distribution,quality_gate_details,files,reliability_rating,file_complexity,comment_lines,code_smells,duplicated_blocks,info_violations,reliability_remediation_effort,security_review_rating,uncovered_lines,functions,duplicated_files,lines_to_cover,duplicated_lines_density,alert_status,line_coverage,violations,blocker_violations,complexity,vulnerabilities,statements,security_rating,classes,development_cost,last_commit_date,sqale_debt_ratio,analysis_from_sonarqube_9_4,reopened_issues,lines,false_positive_issues,cognitive_complexity,sqale_index,security_remediation_effort,ncloc,0,7347,15550,59,21,0.0,10.1,0.0,267,7821,0,1.0,21,25,0,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",js=68147,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",423,5.0,29.1,7693,7796,443,144,122,5.0,28550,6781,48,28550,17.3,OK,0.0,7821,4,12295,0,28713,1.0,446,2044410,1479865632000,2.0,true,0,89863,0,6835,40305,0,68147,false,false,false,false,false,false,true,true,false,true,,,,,false,false,false,false,,false,,,false,false,,true,,,false,,true,,true,false,false,true,,true,false,true,,false,false,false,,false,false,false,true,false,false,,false
03464f06d2efd1f736e04f3b5648eabe07c69904,react,ncloc_language_distribution,statements,major_violations,duplicated_lines,wont_fix_issues,sqale_rating,coverage,line_coverage,duplicated_blocks,classes,analysis_from_sonarqube_9_4,security_hotspots_to_review_status,violations,ncloc,cognitive_complexity,minor_violations,comment_lines,reliability_rating,development_cost,complexity,security_hotspots,alert_status,critical_violations,vulnerabilities,quality_profiles,uncovered_lines,security_rating,open_issues,bugs,security_hotspots_reviewed_status,files,duplicated_files,false_positive_issues,code_smells,security_review_rating,reliability_remediation_effort,duplicated_lines_density,blocker_violations,lines_to_cover,security_remediation_effort,quality_gate_details,sqale_index,last_commit_date,comment_lines_density,lines,info_violations,functions,sqale_debt_ratio,effort_to_reach_maintainability_rating_a,file_complexity,confirmed_issues,reopened_issues,security_hotspots_reviewed,js=68356,28771,267,15592,0,1.0,0.0,0.0,445,448,true,21,7840,68356,6867,59,7709,5.0,2050680,12319,21,OK,7366,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",28606,1.0,7840,25,0,436,50,0,7815,5.0,122,17.3,4,28606,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",40418,1483732374000,10.1,90110,144,6787,2.0,0,28.3,0,0,0.0,,false,false,true,false,false,,false,false,false,,false,,false,true,,false,true,true,,false,false,false,false,true,,false,false,,false,,false,true,,true,true,false,,,false,,false,true,false,false,true,,false,,,false,false,false
e19c70013ede122826418a555ddb693237f80b8c,react,major_violations,security_hotspots_to_review_status,ncloc_language_distribution,files,cognitive_complexity,last_commit_date,security_hotspots_reviewed_status,lines_to_cover,info_violations,security_remediation_effort,quality_gate_details,file_complexity,open_issues,duplicated_blocks,reliability_rating,analysis_from_sonarqube_9_4,uncovered_lines,false_positive_issues,security_review_rating,line_coverage,reliability_remediation_effort,quality_profiles,ncloc,violations,classes,reopened_issues,bugs,statements,comment_lines,comment_lines_density,security_rating,security_hotspots_reviewed,sqale_index,functions,sqale_debt_ratio,minor_violations,wont_fix_issues,duplicated_lines,confirmed_issues,critical_violations,code_smells,complexity,duplicated_files,vulnerabilities,effort_to_reach_maintainability_rating_a,lines,alert_status,security_hotspots,development_cost,coverage,blocker_violations,duplicated_lines_density,sqale_rating,363,22,js=73331,467,9719,1491600087000,0,31229,149,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",29.8,8463,544,5.0,true,31229,0,5.0,0.0,152,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",73331,8463,522,0,27,31646,9437,11.4,1.0,0.0,45658,7326,2.1,106,0,23470,0,7841,8436,13925,68,0,0,97669,OK,22,2199930,0.0,4,24.0,1.0,false,,,false,true,,,,false,false,false,true,,,false,,true,false,false,true,false,,false,false,false,false,,true,true,,,false,false,false,false,false,true,false,true,,false,,false,true,false,,false,false,true,false,false,false,
